Geography,Geography_type,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Miami/Ft. Lauderdale,City,Weekly,8/30/20 0:00,Conventional,0.936814438,932895.13,417596.33,32793.12,452.42,294155.21,0,0,0,187898.05
Miami/Ft. Lauderdale,City,Weekly,9/6/20 0:00,Conventional,0.91834079,1052088.47,567590.86,39574.24,366.48,202025.1,0,0,0,242531.78
Miami/Ft. Lauderdale,City,Weekly,9/13/20 0:00,Conventional,0.91913126,1021698.86,550126.6,37534.81,372.54,208106.28,0,0,0,225558.63
Miami/Ft. Lauderdale,City,Weekly,9/20/20 0:00,Conventional,0.939438292,899228.1,425106.35,30029.45,365.52,285675.17,0,0,0,158051.61
Miami/Ft. Lauderdale,City,Weekly,9/27/20 0:00,Conventional,0.986116945,905234.65,484050.68,38810.14,431.07,213485.55,0,0,0,168457.22
Miami/Ft. Lauderdale,City,Weekly,10/4/20 0:00,Conventional,1.02080977,944837.7,491443.6,34168.7,404.23,217588.39,0,0,0,201232.77
Miami/Ft. Lauderdale,City,Weekly,10/11/20 0:00,Conventional,1.002812889,916752.27,453847.05,38932.14,361.77,220914.02,0,0,0,202697.29
Miami/Ft. Lauderdale,City,Weekly,10/18/20 0:00,Conventional,0.993301672,895579.8,417296.09,39428.36,297.87,229108.65,0,0,0,209448.84
Miami/Ft. Lauderdale,City,Weekly,10/25/20 0:00,Conventional,0.791143403,1042107.64,543599.79,44028.84,384.53,224002.66,0,0,0,230091.82
Miami/Ft. Lauderdale,City,Weekly,11/1/20 0:00,Conventional,0.879185848,878528.46,423249.03,36814.03,165.84,243427.46,0,0,0,174872.1
Miami/Ft. Lauderdale,City,Weekly,11/8/20 0:00,Conventional,0.824669524,975354.02,416580.74,35441.21,191.1,332739.65,0,0,0,190401.31
Miami/Ft. Lauderdale,City,Weekly,11/15/20 0:00,Conventional,0.855240081,866074.67,404131.39,36618.91,161.59,233297.57,0,0,0,191865.21
Miami/Ft. Lauderdale,City,Weekly,11/22/20 0:00,Conventional,0.849263588,866167.83,413652.45,33968.65,105.13,243452.7,0,0,0,174988.89
Miami/Ft. Lauderdale,City,Weekly,11/29/20 0:00,Conventional,0.70174286,908636.5,434958.71,29856.24,80.15,208001.56,0,0,0,235739.84
Miami/Ft. Lauderdale,City,Weekly,12/6/20 0:00,Conventional,0.839247821,855210.02,391612.48,35928.51,88.05,238942.25,0,0,0,188638.74
Miami/Ft. Lauderdale,City,Weekly,12/13/20 0:00,Conventional,0.805898117,864271.93,394766.21,37016.43,104.79,243542.58,0,0,0,188841.93
Miami/Ft. Lauderdale,City,Weekly,12/20/20 0:00,Conventional,0.834608008,846260.18,398203.11,30140.72,82.14,235891.37,0,0,0,181942.84
Miami/Ft. Lauderdale,City,Weekly,12/27/20 0:00,Conventional,0.71505064,881131.19,420570.06,32325.01,125.55,214661.77,0,0,0,213448.81
Miami/Ft. Lauderdale,City,Weekly,1/6/20 0:00,Organic,1.50985593,23988.31,496.32,5.69,0,19624.27,0,0,0,3862.03
Miami/Ft. Lauderdale,City,Weekly,1/12/20 0:00,Organic,1.267062785,27273.16,409.48,2.28,0,25360.01,0,0,0,1501.39
Miami/Ft. Lauderdale,City,Weekly,1/19/20 0:00,Organic,1.340909565,23341.6,351.37,2.27,0,22200.88,0,0,0,787.09
Miami/Ft. Lauderdale,City,Weekly,1/26/20 0:00,Organic,1.28394991,22965.57,532.96,0,0,21373.29,0,0,0,1059.33
Miami/Ft. Lauderdale,City,Weekly,2/2/20 0:00,Organic,1.242497364,25656.67,190.44,0,0,23877.43,0,0,0,1588.8
Miami/Ft. Lauderdale,City,Weekly,2/9/20 0:00,Organic,1.283278194,24473.54,341.45,0,0,23092.59,0,0,0,1039.5
Miami/Ft. Lauderdale,City,Weekly,2/16/20 0:00,Organic,1.294203416,24774.55,402.58,0,0,23638.02,0,0,0,733.95
Miami/Ft. Lauderdale,City,Weekly,2/23/20 0:00,Organic,1.350752996,29704.49,366.77,0,0,28496.12,0,0,0,841.6
Miami/Ft. Lauderdale,City,Weekly,3/1/20 0:00,Organic,1.35623643,29566.02,288.9,2.1,0,28356.53,0,0,0,918.5
Miami/Ft. Lauderdale,City,Weekly,3/8/20 0:00,Organic,1.421312037,32406.77,302.99,2.27,0,31085.11,0,0,0,1016.4
Miami/Ft. Lauderdale,City,Weekly,3/15/20 0:00,Organic,1.423304074,39389.25,759.94,5.53,0,37343.03,0,0,0,1280.76
Miami/Ft. Lauderdale,City,Weekly,3/22/20 0:00,Organic,1.485552352,37631.42,298.45,25.75,0,34990.43,0,0,0,2316.8
Miami/Ft. Lauderdale,City,Weekly,3/29/20 0:00,Organic,1.728169501,31835.62,489.82,2.1,0,28730.91,0,0,0,2612.79
Miami/Ft. Lauderdale,City,Weekly,4/5/20 0:00,Organic,1.78184044,31783.91,534.78,0,0,27807.76,0,0,0,3441.37
Miami/Ft. Lauderdale,City,Weekly,4/12/20 0:00,Organic,2.026801689,25795.73,578.06,11.32,0,21396.16,0,0,0,3810.19
Miami/Ft. Lauderdale,City,Weekly,4/19/20 0:00,Organic,1.599270978,31577.16,579.42,1.13,0,27201.91,0,0,0,3794.7
Miami/Ft. Lauderdale,City,Weekly,4/26/20 0:00,Organic,1.625503213,36258.27,570.34,0.94,0,30688.5,0,0,0,4998.49
Miami/Ft. Lauderdale,City,Weekly,5/3/20 0:00,Organic,1.591727763,40012.35,690.21,0,0,34089.75,0,0,0,5232.4
Miami/Ft. Lauderdale,City,Weekly,5/10/20 0:00,Organic,1.449170623,48204.84,375.9,0,0,43057.74,0,0,0,4771.2
Miami/Ft. Lauderdale,City,Weekly,5/17/20 0:00,Organic,1.53508389,43875.29,395.34,7.93,0,38866.6,0,0,0,4605.43
Miami/Ft. Lauderdale,City,Weekly,5/24/20 0:00,Organic,1.566574651,41474.22,1293.94,5.5,0,35945.38,0,0,0,4229.4
Miami/Ft. Lauderdale,City,Weekly,5/31/20 0:00,Organic,1.610133781,39774.21,1437.98,15.69,0,35839.4,0,0,0,2481.15
Miami/Ft. Lauderdale,City,Weekly,6/7/20 0:00,Organic,1.581664271,36551.23,539.96,0,0,33552.17,0,0,0,2459.1
Miami/Ft. Lauderdale,City,Weekly,6/14/20 0:00,Organic,1.8356993,29128.17,387.01,1.13,0,26806.97,0,0,0,1933.05
Miami/Ft. Lauderdale,City,Weekly,6/21/20 0:00,Organic,1.832023525,28859.65,312.05,0,0,26692.25,0,0,0,1855.35
Miami/Ft. Lauderdale,City,Weekly,6/28/20 0:00,Organic,1.779997161,29126.44,291.66,4.53,0,27050.5,0,0,0,1779.75
Miami/Ft. Lauderdale,City,Weekly,7/5/20 0:00,Organic,1.702910552,28353.81,261.3,4.37,0,26451.2,0,0,0,1636.95
Miami/Ft. Lauderdale,City,Weekly,7/12/20 0:00,Organic,1.796591976,28857.27,243.16,79.34,0,26941.92,0,0,0,1592.85
Miami/Ft. Lauderdale,City,Weekly,7/19/20 0:00,Organic,1.813695582,27200.76,160.6,134.89,0,25352.57,0,0,0,1552.71
Miami/Ft. Lauderdale,City,Weekly,7/26/20 0:00,Organic,1.965660584,30640.78,186.74,89.34,0,26296.77,0,0,0,4067.92
Miami/Ft. Lauderdale,City,Weekly,8/2/20 0:00,Organic,1.792515338,27740.45,243.62,101.91,0,25615.98,0,0,0,1778.93
Miami/Ft. Lauderdale,City,Weekly,8/9/20 0:00,Organic,1.773163692,28116.08,205.19,95.47,0,25080.42,0,0,0,2735
Miami/Ft. Lauderdale,City,Weekly,8/16/20 0:00,Organic,1.748094178,31391.65,231.73,90.18,0,28498.78,0,0,0,2570.96
Miami/Ft. Lauderdale,City,Weekly,8/23/20 0:00,Organic,1.596365369,29851.38,157.68,38.19,0,27300.8,0,0,0,2354.71
Miami/Ft. Lauderdale,City,Weekly,8/30/20 0:00,Organic,1.607409845,29501.12,140.69,56.73,0,26813.32,0,0,0,2490.37
Miami/Ft. Lauderdale,City,Weekly,9/6/20 0:00,Organic,1.635970414,27004.3,254.22,13.61,0,24241.15,0,0,0,2495.33
Miami/Ft. Lauderdale,City,Weekly,9/13/20 0:00,Organic,1.622101064,27150.06,260.66,5.48,0,24168.47,0,0,0,2715.45
Miami/Ft. Lauderdale,City,Weekly,9/20/20 0:00,Organic,1.632475468,25955.64,176.89,4.54,0,23173.29,0,0,0,2600.92
Miami/Ft. Lauderdale,City,Weekly,9/27/20 0:00,Organic,1.53991121,27464.6,170.93,5.88,0,24929.49,0,0,0,2358.31
Miami/Ft. Lauderdale,City,Weekly,10/4/20 0:00,Organic,1.463674126,30650.42,160.9,8.88,0,27996.4,0,0,0,2484.24
Miami/Ft. Lauderdale,City,Weekly,10/11/20 0:00,Organic,1.471308975,32006.55,157.6,1.13,0,29165.94,0,0,0,2681.88
Miami/Ft. Lauderdale,City,Weekly,10/18/20 0:00,Organic,1.345191602,34656.29,110.69,2.83,0,31974.81,0,0,0,2567.95
Miami/Ft. Lauderdale,City,Weekly,10/25/20 0:00,Organic,1.245988632,31752.99,137.15,0.94,0,30123.67,0,0,0,1491.23
Miami/Ft. Lauderdale,City,Weekly,11/1/20 0:00,Organic,1.181023145,35392.28,136.55,5.67,0,34377.87,0,0,0,872.19
Miami/Ft. Lauderdale,City,Weekly,11/8/20 0:00,Organic,1.149458534,35963.4,182.28,4.53,0,34838.8,0,0,0,937.79
Miami/Ft. Lauderdale,City,Weekly,11/15/20 0:00,Organic,1.193288868,32381.06,135.31,0.94,0,31205.03,0,0,0,1039.76
Miami/Ft. Lauderdale,City,Weekly,11/22/20 0:00,Organic,1.178923207,35925.6,103.06,0,0,34754.69,0,0,0,1067.85
Miami/Ft. Lauderdale,City,Weekly,11/29/20 0:00,Organic,1.152798903,29850.08,142.48,0,0,28831.89,0,0,0,875.7
Miami/Ft. Lauderdale,City,Weekly,12/6/20 0:00,Organic,1.163051935,39154.08,132.57,4.6,0,37962.72,0,0,0,1054.2
Miami/Ft. Lauderdale,City,Weekly,12/13/20 0:00,Organic,1.004501947,37267.54,208.69,2.27,0,35983.48,0,0,0,1073.1
Miami/Ft. Lauderdale,City,Weekly,12/20/20 0:00,Organic,0.979157658,40639.91,377.26,5.68,0,37083.12,0,0,0,3173.84
Miami/Ft. Lauderdale,City,Weekly,12/27/20 0:00,Organic,1.007495022,31040.98,156.95,0,0,28930.34,0,0,0,1953.69
Miami/Ft. Lauderdale,City,Weekly,1/4/21 0:00,Conventional,0.778625022,1004953.8,472144.87,47940.87,88.99,246611.66,221993.81,4496.36,19615.05,238167.42
Miami/Ft. Lauderdale,City,Weekly,1/4/21 0:00,Organic,1.047628986,36000.31,155.69,0,0,34872.42,34872.42,0,0,972.2
Miami/Ft. Lauderdale,City,Weekly,1/10/21 0:00,Conventional,0.847361797,1036237.02,467979.75,36582.06,107.83,282214.63,253651.38,3571.97,24261.3,249352.75
Miami/Ft. Lauderdale,City,Weekly,1/10/21 0:00,Organic,1.037946298,46953.7,383.28,8.51,0,45206.07,45206.07,0,0,1355.84
Miami/Ft. Lauderdale,City,Weekly,1/17/21 0:00,Conventional,0.846461093,1090658.5,498566.96,40388.72,106.76,295857.66,267556.17,4014.54,23880.15,255738.4
Miami/Ft. Lauderdale,City,Weekly,1/17/21 0:00,Organic,1.020047607,47947.07,252.56,5.68,0,46395.88,46005.28,0,390.6,1292.95
Miami/Ft. Lauderdale,City,Weekly,1/24/21 0:00,Conventional,0.85395315,1116393.95,520644.72,41075.7,78.49,295616.46,270108.56,2560.56,22516.2,258978.57
Miami/Ft. Lauderdale,City,Weekly,1/24/21 0:00,Organic,1.072568837,44009.77,268.24,0,0,42497.52,41278.47,0,1219.05,1244
Miami/Ft. Lauderdale,City,Weekly,1/31/21 0:00,Conventional,0.880791261,1237962.4,613507.95,45817.86,88.2,292379.25,263739.78,2752.58,25452,286169.15
Miami/Ft. Lauderdale,City,Weekly,1/31/21 0:00,Organic,1.081356156,43154.67,226.07,0,0,41876.57,41426.12,0,450.45,1052.02
Miami/Ft. Lauderdale,City,Weekly,2/7/21 0:00,Conventional,0.854019374,1315716.59,705985.61,55962.02,75.61,304465.46,277728.61,2577.88,23766.75,249227.88
Miami/Ft. Lauderdale,City,Weekly,2/7/21 0:00,Organic,1.024367808,57685.85,483.24,7.96,0,43121.61,43121.61,0,0,14073.04
Miami/Ft. Lauderdale,City,Weekly,2/14/21 0:00,Conventional,0.863099396,1129733.93,532434.49,42183.17,147.85,287241.26,261198.26,2276.27,23357.25,267727.17
Miami/Ft. Lauderdale,City,Weekly,2/14/21 0:00,Organic,1.106825968,43812.27,386.59,1.14,0,41645.71,41645.71,0,0,1778.83
Miami/Ft. Lauderdale,City,Weekly,2/21/21 0:00,Conventional,0.87009266,1210862.36,609561.27,47276.2,159.59,293935.56,266859.16,2655.84,23971.5,259929.74
Miami/Ft. Lauderdale,City,Weekly,2/21/21 0:00,Organic,1.086215671,45785.29,137.7,0,0,44090.01,44090.01,0,0,1557.58
Miami/Ft. Lauderdale,City,Weekly,2/28/21 0:00,Conventional,0.988413679,1078823.21,515596.18,42386.96,102.15,295718.04,268421.67,2621.19,23968.35,225019.88
Miami/Ft. Lauderdale,City,Weekly,2/28/21 0:00,Organic,1.12865711,45776.93,197.25,1.14,0,44366.31,44366.31,0,0,1212.22
Miami/Ft. Lauderdale,City,Weekly,3/7/21 0:00,Conventional,0.995282699,1089775.67,508756.06,42514.34,226.93,310660.06,284036.24,2866.11,23338.35,227618.27
Miami/Ft. Lauderdale,City,Weekly,3/7/21 0:00,Organic,1.154683971,45113.12,116.46,0,0,44004.75,44001.6,0,3.15,991.91
Miami/Ft. Lauderdale,City,Weekly,3/14/21 0:00,Conventional,0.980938919,1060038.4,479566.57,39086.27,197.36,312817.96,283813.47,2850.75,25700.85,228370.25
Miami/Ft. Lauderdale,City,Weekly,3/14/21 0:00,Organic,1.165547984,77943,130.55,1.14,0,46166.56,46166.56,0,0,31644.75
Miami/Ft. Lauderdale,City,Weekly,3/21/21 0:00,Conventional,1.001105245,1104986.14,496344.2,43452.32,177.61,292694.18,262463.34,3057.08,26705.7,272317.82
Miami/Ft. Lauderdale,City,Weekly,3/21/21 0:00,Organic,1.236947494,47363.8,137.18,0,0,46139.4,46139.4,0,0,1087.22
Miami/Ft. Lauderdale,City,Weekly,3/28/21 0:00,Conventional,1.042675262,1086272.3,482569.58,42051.07,113.65,298511.01,271490.61,2738.14,23675.4,263026.98
Miami/Ft. Lauderdale,City,Weekly,3/28/21 0:00,Organic,1.29360603,44971.2,151.66,0,0,43962.33,43962.33,0,0,857.21
Miami/Ft. Lauderdale,City,Weekly,4/4/21 0:00,Conventional,1.056836451,1043539.73,469787.03,38665.07,144.4,293381.89,266434.97,2899.05,23543.1,241561.33
Miami/Ft. Lauderdale,City,Weekly,4/4/21 0:00,Organic,1.308218609,41220.37,115.55,0,0,40422.18,40422.18,0,0,682.63
Miami/Ft. Lauderdale,City,Weekly,4/11/21 0:00,Conventional,1.057315872,1101464.72,540884.04,41878.9,116.01,295657.16,265181.84,3666.6,26258.4,222928.62
Miami/Ft. Lauderdale,City,Weekly,4/11/21 0:00,Organic,1.259619722,51471.88,81.67,3.41,0,50505.23,50505.23,0,0,881.57
Miami/Ft. Lauderdale,City,Weekly,4/18/21 0:00,Conventional,1.18999707,1073397.93,486900.59,40619.19,115.44,296029.38,263229.58,11908.71,20471.85,249733.32
Miami/Ft. Lauderdale,City,Weekly,4/18/21 0:00,Organic,1.298888668,50015.39,114.75,7.95,0,49149.29,49149.29,0,0,743.4
Miami/Ft. Lauderdale,City,Weekly,4/25/21 0:00,Conventional,1.196595936,1046773.53,530999.79,41617.16,125.4,298459.97,253166.82,41690.25,3099.6,175571.21
Miami/Ft. Lauderdale,City,Weekly,4/25/21 0:00,Organic,1.343252591,68277.99,142.53,0,0,50093.4,50093.4,0,0,18042.06
Miami/Ft. Lauderdale,City,Weekly,5/2/21 0:00,Conventional,1.108001773,1280962.36,690467.65,49932.1,208.49,283894.36,245430.59,21866.12,15901.2,256459.75
Miami/Ft. Lauderdale,City,Weekly,5/2/21 0:00,Organic,1.275424748,49940.62,128.44,5.68,0,47071.7,47071.7,0,0,2734.8
Miami/Ft. Lauderdale,City,Weekly,5/9/21 0:00,Conventional,1.264706038,963727.5,496794.01,40924.75,101.78,283307.84,247025.71,9660.53,26211.15,142599.12
Miami/Ft. Lauderdale,City,Weekly,5/9/21 0:00,Organic,1.311876771,52808.52,162.48,2.27,0,51979.9,51979.9,0,0,663.86
Miami/Ft. Lauderdale,City,Weekly,5/16/21 0:00,Conventional,1.24011544,979490.46,459835.18,40141.45,120.03,280493.23,248583.06,7074.9,24450.3,198900.58
Miami/Ft. Lauderdale,City,Weekly,5/16/21 0:00,Organic,1.344619654,52225.27,162.2,10.21,0,51242.27,50799.43,442.83,0,810.6
Miami/Ft. Lauderdale,City,Weekly,6/13/21 0:00,Conventional,1.214118122,997828.4,472334.92,39025.38,157.03,313732.82,271507.47,2880.28,29912.4,172578.24
Miami/Ft. Lauderdale,City,Weekly,6/6/21 0:00,Conventional,1.180723952,1046876.83,452079.41,36360.73,244.57,363517.36,318075.97,2884.61,33084.45,194674.76
Miami/Ft. Lauderdale,City,Weekly,5/30/21 0:00,Conventional,1.238627391,1017554.14,459688.53,37874.21,126.32,303257.9,261869.07,3037.39,28831.95,216607.18
Miami/Ft. Lauderdale,City,Weekly,5/23/21 0:00,Conventional,1.243886912,1021087.96,455960.33,38474.53,176.29,308644.07,263309.24,3120.47,31943.76,217832.75
Miami/Ft. Lauderdale,City,Weekly,6/13/21 0:00,Organic,1.348115184,51516.52,289.27,0,0,50600.41,47128.08,807.43,0,626.85
Miami/Ft. Lauderdale,City,Weekly,6/6/21 0:00,Organic,1.325879213,52381.21,205.51,0,0,51473.55,46747.64,1868.86,0,702.15
Miami/Ft. Lauderdale,City,Weekly,5/30/21 0:00,Organic,1.335826166,63746.12,198.19,0,0,62795.07,51396.54,8595.03,0,752.85
Miami/Ft. Lauderdale,City,Weekly,5/23/21 0:00,Organic,1.284427403,65001.15,152.05,1.13,0,64083.17,47965.72,13660.45,0,764.79
Miami/Ft. Lauderdale,City,Weekly,7/11/21 0:00,Conventional,1.011167549,1022930.33,441887.79,40058.34,264,333154.26,262905.4,29884.58,30895.2,207565.94
Miami/Ft. Lauderdale,City,Weekly,7/4/21 0:00,Conventional,1.016689615,1036364.96,447465.79,35643.55,397.63,339509.98,277386.85,18775.84,32139.45,213348.01
Miami/Ft. Lauderdale,City,Weekly,6/27/21 0:00,Conventional,1.171810827,998938.52,454755.57,34267.13,363.15,315610.5,272729.58,2692.86,29792.7,193942.18
Miami/Ft. Lauderdale,City,Weekly,6/20/21 0:00,Conventional,1.198666893,972942.15,422965.22,31985.6,185.04,323417.62,280866.82,2915.72,29263.5,194388.68
Miami/Ft. Lauderdale,City,Weekly,7/11/21 0:00,Organic,1.382446391,32496.62,0,0,0,30940.56,28623.81,102.3,0,1556.05
Miami/Ft. Lauderdale,City,Weekly,7/4/21 0:00,Organic,1.474532233,53198.55,0,0,0,48573.94,45972.11,116.47,0,4624.61
Miami/Ft. Lauderdale,City,Weekly,6/27/21 0:00,Organic,1.502259292,40824,0,0,0,40201.35,37557.88,123.47,0,622.65
Miami/Ft. Lauderdale,City,Weekly,6/20/21 0:00,Organic,1.480429448,45380.9,0,0,0,44768.75,41784.79,451.36,0,612.15
Miami/Ft. Lauderdale,City,Weekly,8/8/21 0:00,Conventional,1.175105438,899982.81,381029.51,33683.62,133.9,272757.55,215010.41,24985.28,23032.01,212378.22
Miami/Ft. Lauderdale,City,Weekly,8/1/21 0:00,Conventional,1.200208045,848300.54,361141.27,44051.01,205.84,261207.85,216531.76,27378.75,7543.46,181694.58
Miami/Ft. Lauderdale,City,Weekly,7/25/21 0:00,Conventional,0.985663237,1028524.11,408239.95,50271.74,394.75,358345.02,287703.78,34491.45,26444.25,211272.65
Miami/Ft. Lauderdale,City,Weekly,7/18/21 0:00,Conventional,0.985232488,1031913.63,417728.22,52405.12,260.66,362356.07,292652.57,43112.34,16493.4,199163.56
Miami/Ft. Lauderdale,City,Weekly,8/8/21 0:00,Organic,1.517386434,37441.76,286.95,0,0,36573.53,30991.71,2734.22,0,581.29
Miami/Ft. Lauderdale,City,Weekly,8/1/21 0:00,Organic,1.558592145,35711.18,289.32,0,0,34784.84,32256.08,292.26,0,637.03
Miami/Ft. Lauderdale,City,Weekly,7/25/21 0:00,Organic,1.53614327,35974.81,230.02,0,0,35028.4,32723.1,31,0,716.4
Miami/Ft. Lauderdale,City,Weekly,7/18/21 0:00,Organic,1.455274281,38931.76,251.52,3.39,0,38070.62,35283.07,56.5,0,606.23
Miami/Ft. Lauderdale,City,Weekly,9/5/21 0:00,Conventional,1.195579678,818548.52,339980.26,28883.79,36.86,282439.89,231447.75,32469.94,9613.01,167207.71
Miami/Ft. Lauderdale,City,Weekly,8/29/21 0:00,Conventional,1.186888956,840911.88,338322.11,28735.52,60.84,298217.61,250565.31,31448.42,6572.48,175575.81
Miami/Ft. Lauderdale,City,Weekly,8/22/21 0:00,Conventional,1.133850143,876663.76,357501.55,32418.06,59.71,314525.49,235340.67,55218.06,14362.82,172158.95
Miami/Ft. Lauderdale,City,Weekly,8/15/21 0:00,Conventional,1.144782747,905166.68,366821.13,31222.51,116.5,322693.33,242626.38,57177.23,13705.65,184313.2
Miami/Ft. Lauderdale,City,Weekly,9/5/21 0:00,Organic,1.405095928,57786.02,292.95,9.09,0,56861.16,43779.23,10596.58,0,622.81
Miami/Ft. Lauderdale,City,Weekly,8/29/21 0:00,Organic,1.417948474,51944.78,351.29,0,0,50920.04,37430.6,10865.49,0,673.45
Miami/Ft. Lauderdale,City,Weekly,8/22/21 0:00,Organic,1.594889051,43722.4,293.86,1.13,0,42715.51,29666.64,10242.22,0,711.9
Miami/Ft. Lauderdale,City,Weekly,8/15/21 0:00,Organic,1.549710857,41606.09,287.82,11.32,0,40627.34,33292.45,4540.84,0,679.61
Miami/Ft. Lauderdale,City,Weekly,10/3/21 0:00,Conventional,1.182957003,876745.89,435705.09,33898.02,539.38,196408.41,148118.24,37487.36,1180.07,210194.98
Miami/Ft. Lauderdale,City,Weekly,9/26/21 0:00,Conventional,1.365592319,676889.07,306801.68,29246.36,136.58,207278.78,162001.27,24041.98,6777.23,133425.68
Miami/Ft. Lauderdale,City,Weekly,9/19/21 0:00,Conventional,1.266454039,776318.24,324734.57,38490.66,61.6,259941.82,194563.6,20941.46,5423.91,153089.59
Miami/Ft. Lauderdale,City,Weekly,9/12/21 0:00,Conventional,1.262516925,774160.01,334666.11,28489.85,50.67,239647.94,186165.14,20206.2,16283.53,171305.44
Miami/Ft. Lauderdale,City,Weekly,10/3/21 0:00,Organic,1.09330711,88128.6,300.43,4.53,0,64254.06,52785.3,8551.85,0,23569.59
Miami/Ft. Lauderdale,City,Weekly,9/26/21 0:00,Organic,1.309292001,48874.5,239.97,4.53,0,36184.43,24559.36,9007.43,0,12445.57
Miami/Ft. Lauderdale,City,Weekly,9/19/21 0:00,Organic,1.874830145,39457.09,284.1,3.4,0,38579.92,28723.96,7345.41,3.15,589.67
Miami/Ft. Lauderdale,City,Weekly,9/12/21 0:00,Organic,1.252077187,60602.37,340.95,2.26,0,59614.82,49551.38,7477.29,6.3,644.33
Miami/Ft. Lauderdale,City,Weekly,10/31/21 0:00,Conventional,1.144385364,769625.46,384142,29473.89,473.25,199274.19,173301.77,13333.29,1798.65,156262.14
Miami/Ft. Lauderdale,City,Weekly,10/24/21 0:00,Conventional,1.154073645,784672.63,386610.52,32970.75,218.48,195790.61,148632.98,36314.91,1020.6,169082.27
Miami/Ft. Lauderdale,City,Weekly,10/17/21 0:00,Conventional,1.154083806,803342.47,394086.29,29091.55,298.58,203968.89,155890.93,38228.4,50.4,175897.17
Miami/Ft. Lauderdale,City,Weekly,10/10/21 0:00,Conventional,1.194409566,902271.47,453276.72,31600.77,609.87,188643.43,147237.44,32257.44,72.45,228140.68
Miami/Ft. Lauderdale,City,Weekly,10/31/21 0:00,Organic,1.033169368,118218.01,328.86,4.53,0,74086.72,72049.19,24.68,0,43797.9
Miami/Ft. Lauderdale,City,Weekly,10/24/21 0:00,Organic,1.0757685,94659.44,144.38,0,0,66937.99,64516.53,150.31,0,27577.07
Miami/Ft. Lauderdale,City,Weekly,10/17/21 0:00,Organic,1.091761555,74913.56,200.96,0,0,52241.32,46409.07,3501.25,0,22471.28
Miami/Ft. Lauderdale,City,Weekly,10/10/21 0:00,Organic,0.92679702,80535.75,308.98,0,0,73637.78,63012.91,7896.97,0,6588.99
Miami/Ft. Lauderdale,City,Weekly,11/28/21 0:00,Conventional,1.056552922,788005.06,407263.32,24300.59,71.91,176356.35,154217.98,76.18,13974.05,180012.88
Miami/Ft. Lauderdale,City,Weekly,11/21/21 0:00,Conventional,1.167741926,743529.29,361885.04,28810.96,94.6,186574.79,163031.31,92.6,14292.48,166163.89
Miami/Ft. Lauderdale,City,Weekly,11/14/21 0:00,Conventional,1.121149667,768002.56,368653.02,34953.69,70.09,201341.03,179772.36,147.26,11541.6,162984.73
Miami/Ft. Lauderdale,City,Weekly,11/7/21 0:00,Conventional,1.141610329,770345.18,365369.78,28983.16,321.09,199083.39,180773.67,6328.74,2312.1,176587.77
Miami/Ft. Lauderdale,City,Weekly,11/28/21 0:00,Organic,0.946987897,80988.89,642.4,11.32,0,73448.68,71602.75,0,0,6886.5
Miami/Ft. Lauderdale,City,Weekly,11/21/21 0:00,Organic,1.023059643,99679.41,232.36,2.26,0,78993.85,76593.55,0,0,20450.94
Miami/Ft. Lauderdale,City,Weekly,11/14/21 0:00,Organic,0.888416008,83146.24,117.49,2.26,0,77141.74,74880.04,0,0,5884.75
Miami/Ft. Lauderdale,City,Weekly,11/7/21 0:00,Organic,0.898258438,78789.57,131.67,0,0,73512.58,71666.31,3.53,0,5145.32
Nashville,City,Weekly,1/7/19 0:00,Conventional,0.970893751,286203.27,131524.84,9065.29,529.19,37528.09,0,0,0,107555.86
Nashville,City,Weekly,1/13/19 0:00,Conventional,0.949800462,296569.4,130567.5,9368.12,515.45,38216.72,0,0,0,117901.62
Nashville,City,Weekly,1/20/19 0:00,Conventional,0.959767653,286371.51,122316.49,9017.11,575,43019.81,0,0,0,111443.1
Nashville,City,Weekly,1/27/19 0:00,Conventional,1.002895368,259566.86,107726.68,9493.62,632.82,44007.26,0,0,0,97706.47
Nashville,City,Weekly,2/3/19 0:00,Conventional,0.904781281,337364.96,145683.01,10891.31,1292.8,42606.65,0,0,0,136891.18
Nashville,City,Weekly,2/10/19 0:00,Conventional,0.888656651,275029.77,117645.22,7547.52,565.8,38202.03,0,0,0,111069.21
Nashville,City,Weekly,2/17/19 0:00,Conventional,0.88675402,273932.18,112598.03,7073.84,392.75,38178.46,0,0,0,115689.09
Nashville,City,Weekly,2/24/19 0:00,Conventional,0.915134191,269774.64,112520.26,7650.14,719.43,45371.64,0,0,0,103513.17
Nashville,City,Weekly,3/3/19 0:00,Conventional,0.936913833,256084.49,114991.59,8438.83,476.91,46537.8,0,0,0,85639.36
Nashville,City,Weekly,3/10/19 0:00,Conventional,0.87740613,284910.02,117147.17,7138.61,646.07,47932.25,0,0,0,112045.93
Nashville,City,Weekly,3/17/19 0:00,Conventional,0.866224165,287703.24,127848.23,7723.35,446.46,44409.83,0,0,0,107275.37
Nashville,City,Weekly,3/24/19 0:00,Conventional,0.915272427,259493.96,111295.41,7902.89,505.54,48872.83,0,0,0,90917.3
Nashville,City,Weekly,3/31/19 0:00,Conventional,0.91838808,268543.18,121658.03,7790.11,554.95,46865.05,0,0,0,91675.04
