Geography,Geography_type,Timeframe,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,SmlBagged Units,LrgBagged Units,X-LrgBagged Units,Bulk GTIN
Cincinnati/Dayton,City,Weekly,6/7/20 0:00,Conventional,1.029551819,377168.81,120211.98,16171.96,10451.4,34082.34,0,0,0,196251.12
Cincinnati/Dayton,City,Weekly,6/14/20 0:00,Conventional,1.128915308,336205.86,89548.86,14089.9,9819.91,38520.97,0,0,0,184226.21
Cincinnati/Dayton,City,Weekly,6/21/20 0:00,Conventional,1.140289896,332767.4,83505.35,17241.35,9795.24,38015.03,0,0,0,184210.43
Cincinnati/Dayton,City,Weekly,6/28/20 0:00,Conventional,0.902972846,388191.99,100912.65,18621.9,8393.19,31718.7,0,0,0,228545.54
Cincinnati/Dayton,City,Weekly,7/5/20 0:00,Conventional,0.969000649,374875.86,91094.11,19456.49,8971.1,34605.82,0,0,0,220748.34
Cincinnati/Dayton,City,Weekly,7/12/20 0:00,Conventional,1.085574662,307720.24,72112.54,21794.7,8757.68,41977.73,0,0,0,163077.59
Cincinnati/Dayton,City,Weekly,7/19/20 0:00,Conventional,1.063384502,338865.33,75055.23,39604.69,9346.78,43820.31,0,0,0,171038.33
Cincinnati/Dayton,City,Weekly,7/26/20 0:00,Conventional,0.898328018,378792.43,97135.87,30844.85,8627.43,44106.45,0,0,0,198077.83
Cincinnati/Dayton,City,Weekly,8/2/20 0:00,Conventional,0.900124692,356586.14,93308.94,16896.64,9071.02,41824.03,0,0,0,195485.5
Cincinnati/Dayton,City,Weekly,8/9/20 0:00,Conventional,0.970948053,318785.35,73325.58,19671.17,10292.57,45483.92,0,0,0,170012.12
Cincinnati/Dayton,City,Weekly,8/16/20 0:00,Conventional,0.77478806,386993.11,96368.3,21996.62,8680.18,42278.53,0,0,0,217669.47
Cincinnati/Dayton,City,Weekly,8/23/20 0:00,Conventional,0.8132582,346698.79,87940.9,20444.91,8189.34,33603.9,0,0,0,196519.75
Cincinnati/Dayton,City,Weekly,8/30/20 0:00,Conventional,0.987225877,313134.61,80397.46,20846.08,7191.84,32339.48,0,0,0,172359.75
Cincinnati/Dayton,City,Weekly,9/6/20 0:00,Conventional,1.023172271,303483.07,69778.36,18925.37,7181.85,32632.83,0,0,0,174964.67
Cincinnati/Dayton,City,Weekly,9/13/20 0:00,Conventional,0.84478112,334377.47,80552.04,20436.87,6895.19,27981.5,0,0,0,198511.86
Cincinnati/Dayton,City,Weekly,9/20/20 0:00,Conventional,0.874962137,312887.47,79096.82,17221.54,7823.17,30860.98,0,0,0,177884.96
Cincinnati/Dayton,City,Weekly,9/27/20 0:00,Conventional,1.086697598,264528.15,62075.05,20509.28,6420.7,27022.64,0,0,0,148500.48
Cincinnati/Dayton,City,Weekly,10/4/20 0:00,Conventional,0.890761155,316842.24,74534.84,25168.91,6173.36,28636.29,0,0,0,182328.83
Cincinnati/Dayton,City,Weekly,10/11/20 0:00,Conventional,0.938543156,293456.73,70096.93,20201.15,5727.27,27641.9,0,0,0,169789.48
Cincinnati/Dayton,City,Weekly,10/18/20 0:00,Conventional,1.082017499,258424.56,59386.03,19917.21,6264.37,27974.27,0,0,0,144882.69
Cincinnati/Dayton,City,Weekly,10/25/20 0:00,Conventional,1.068988523,260462.52,62188.08,31332.46,6440.24,23162.93,0,0,0,137338.8
Cincinnati/Dayton,City,Weekly,11/1/20 0:00,Conventional,0.905916924,312937.81,79820.87,18530.73,6076.9,23428.42,0,0,0,185080.9
Cincinnati/Dayton,City,Weekly,11/8/20 0:00,Conventional,0.917717735,287970.09,73152.45,19305.83,5901.35,21334.38,0,0,0,168276.08
Cincinnati/Dayton,City,Weekly,11/15/20 0:00,Conventional,0.977427191,296449.49,61400.82,17953.83,23799.11,26236.81,0,0,0,167058.92
Cincinnati/Dayton,City,Weekly,11/22/20 0:00,Conventional,0.945925067,253114.05,48962.77,18058.75,23431.28,26948.89,0,0,0,135712.37
Cincinnati/Dayton,City,Weekly,11/29/20 0:00,Conventional,1.014855124,191256.43,41759.24,17146.17,9369.36,23205.48,0,0,0,99776.18
Cincinnati/Dayton,City,Weekly,12/6/20 0:00,Conventional,0.988729808,256239.88,58755.74,31644.15,6168.29,29747.39,0,0,0,129924.31
Cincinnati/Dayton,City,Weekly,12/13/20 0:00,Conventional,0.911577781,273798.36,55345.4,33163.38,3784.35,34478.03,0,0,0,147027.19
Cincinnati/Dayton,City,Weekly,12/20/20 0:00,Conventional,0.896747617,257744.91,51804.56,36186.36,3143.07,31050.43,0,0,0,135560.49
Cincinnati/Dayton,City,Weekly,12/27/20 0:00,Conventional,0.926609321,224153.91,44786.01,25600.49,2096.29,35581.59,0,0,0,116089.53
Cincinnati/Dayton,City,Weekly,1/6/20 0:00,Organic,1.330193522,16205.8,72.33,2982.62,0,1393.08,0,0,0,11757.77
Cincinnati/Dayton,City,Weekly,1/12/20 0:00,Organic,1.307102751,18524.21,105.29,3046.05,0,2123.57,0,0,0,13249.29
Cincinnati/Dayton,City,Weekly,1/19/20 0:00,Organic,1.506995954,15036.38,99.93,2363.24,0,1198.66,0,0,0,11374.55
Cincinnati/Dayton,City,Weekly,1/26/20 0:00,Organic,1.801474092,14045.56,75.52,1900.69,0,2506.46,0,0,0,9562.88
Cincinnati/Dayton,City,Weekly,2/2/20 0:00,Organic,1.615535074,14366.81,51.04,2127.72,0,1856.73,0,0,0,10331.32
Cincinnati/Dayton,City,Weekly,2/9/20 0:00,Organic,1.627814157,12525.82,38.29,1973.08,0,1397.71,0,0,0,9116.74
Cincinnati/Dayton,City,Weekly,2/16/20 0:00,Organic,1.841397233,12625.07,77.63,1758.82,0,1845.61,0,0,0,8943.02
Cincinnati/Dayton,City,Weekly,2/23/20 0:00,Organic,1.834611839,12493.21,86.09,1812.07,0,2067.9,0,0,0,8527.16
Cincinnati/Dayton,City,Weekly,3/1/20 0:00,Organic,1.69597328,15039.87,74.38,1980.02,0,2200.96,0,0,0,10784.51
Cincinnati/Dayton,City,Weekly,3/8/20 0:00,Organic,1.74301992,14696.46,78.11,2056.56,0,2582.65,0,0,0,9979.14
Cincinnati/Dayton,City,Weekly,3/15/20 0:00,Organic,2.09141435,16387.41,79.23,2254.8,0,2330.15,0,0,0,11723.23
Cincinnati/Dayton,City,Weekly,3/22/20 0:00,Organic,1.785609454,16962.49,129.84,2238.11,0,2531.33,0,0,0,12063.21
Cincinnati/Dayton,City,Weekly,3/29/20 0:00,Organic,1.768875044,10294.78,78.4,2215.32,0,2147.74,0,0,0,5853.33
Cincinnati/Dayton,City,Weekly,4/5/20 0:00,Organic,1.494739052,14920.15,107.74,2315.34,0,1893.47,0,0,0,10603.6
Cincinnati/Dayton,City,Weekly,4/12/20 0:00,Organic,1.479676715,25395.15,263.18,2814.57,0,2597.89,0,0,0,19719.52
Cincinnati/Dayton,City,Weekly,4/19/20 0:00,Organic,2.112261067,14794.8,235.26,2443.72,0,2104.8,0,0,0,10011.01
Cincinnati/Dayton,City,Weekly,4/26/20 0:00,Organic,2.094033639,15834.35,172.74,2668.43,0,2269.26,0,0,0,10723.91
Cincinnati/Dayton,City,Weekly,5/3/20 0:00,Organic,1.58548304,24536.96,238.05,4494.36,0,2640.2,0,0,0,17164.35
Cincinnati/Dayton,City,Weekly,5/10/20 0:00,Organic,1.801778534,18306.46,179.41,3386.71,0,3017.04,0,0,0,11723.3
Cincinnati/Dayton,City,Weekly,5/17/20 0:00,Organic,2.196114171,11582.95,105.8,2018.73,0,2437.64,0,0,0,7020.78
Cincinnati/Dayton,City,Weekly,5/24/20 0:00,Organic,2.219484409,11992.17,159.77,2341.48,0,2434.97,0,0,0,7055.95
Cincinnati/Dayton,City,Weekly,5/31/20 0:00,Organic,1.973378439,15741.76,166.12,2818.72,0,1703.33,0,0,0,11053.6
Cincinnati/Dayton,City,Weekly,6/7/20 0:00,Organic,1.878240599,16950.63,164.92,2891.41,0,2220.38,0,0,0,11673.91
Cincinnati/Dayton,City,Weekly,6/14/20 0:00,Organic,2.020531679,15460.63,118.41,2711.74,0,2204.39,0,0,0,10426.09
Cincinnati/Dayton,City,Weekly,6/21/20 0:00,Organic,1.9600979,16607.67,74.95,2560.61,0,2568.05,0,0,0,11404.06
Cincinnati/Dayton,City,Weekly,6/28/20 0:00,Organic,1.583917614,17890.66,121.13,2753.08,0,3310.7,0,0,0,11705.73
Cincinnati/Dayton,City,Weekly,7/5/20 0:00,Organic,1.67220294,17303.04,102.04,2984.67,0,2028.29,0,0,0,12188.04
Cincinnati/Dayton,City,Weekly,7/12/20 0:00,Organic,1.83257925,16183.71,98.83,2663.88,0,2469.53,0,0,0,10951.47
Cincinnati/Dayton,City,Weekly,7/19/20 0:00,Organic,1.86042517,15738.35,82.94,2774.75,0,2346.96,0,0,0,10533.7
Cincinnati/Dayton,City,Weekly,7/26/20 0:00,Organic,1.734396323,15742.53,103.44,2688.26,0,1970.57,0,0,0,10980.26
Cincinnati/Dayton,City,Weekly,8/2/20 0:00,Organic,1.780253784,15140.34,116.03,2632.83,0,1859.67,0,0,0,10531.8
Cincinnati/Dayton,City,Weekly,8/9/20 0:00,Organic,1.938552548,13689.9,81.22,2203.56,0,1425.14,0,0,0,9979.97
Cincinnati/Dayton,City,Weekly,8/16/20 0:00,Organic,1.635616502,16964.73,113.49,2605.51,0,2030.44,0,0,0,12215.29
Cincinnati/Dayton,City,Weekly,8/23/20 0:00,Organic,1.66980883,14525.54,77.52,2743,0,1612.48,0,0,0,10092.53
Cincinnati/Dayton,City,Weekly,8/30/20 0:00,Organic,1.826925705,14913.91,55.5,2482.41,0,2189.87,0,0,0,10186.13
Cincinnati/Dayton,City,Weekly,9/6/20 0:00,Organic,1.8543186,14841.2,58.83,2460.75,0,2170.99,0,0,0,10150.63
Cincinnati/Dayton,City,Weekly,9/13/20 0:00,Organic,1.649227181,16085.68,72.78,2613.73,0,2218.92,0,0,0,11180.25
Cincinnati/Dayton,City,Weekly,9/20/20 0:00,Organic,1.641024549,15043.24,131.83,2264.25,0,2265.48,0,0,0,10381.69
Cincinnati/Dayton,City,Weekly,9/27/20 0:00,Organic,1.83030625,13962.45,105.5,2047.71,0,2236.57,0,0,0,9572.67
Cincinnati/Dayton,City,Weekly,10/4/20 0:00,Organic,1.732435664,14480.56,122.03,2172.76,0,1937.45,0,0,0,10248.33
Cincinnati/Dayton,City,Weekly,10/11/20 0:00,Organic,1.707774538,13966.73,159.01,1960.93,0,2045.28,0,0,0,9801.52
Cincinnati/Dayton,City,Weekly,10/18/20 0:00,Organic,1.791966589,14244.31,286.03,1953.88,0,2402.52,0,0,0,9601.88
Cincinnati/Dayton,City,Weekly,10/25/20 0:00,Organic,1.786838254,14681.07,473.57,2137.26,0,2063.47,0,0,0,10006.77
Cincinnati/Dayton,City,Weekly,11/1/20 0:00,Organic,1.655340174,14641.57,373.61,2124.37,0,2327.84,0,0,0,9815.76
Cincinnati/Dayton,City,Weekly,11/8/20 0:00,Organic,1.684630894,14143.23,411.14,2156.65,0,2365.4,0,0,0,9210.05
Cincinnati/Dayton,City,Weekly,11/15/20 0:00,Organic,1.580946119,13838.03,341.4,2110.86,0,2538.23,0,0,0,8847.54
Cincinnati/Dayton,City,Weekly,11/22/20 0:00,Organic,1.652526652,12652.41,398.61,1851.15,0,2063.63,0,0,0,8339.02
Cincinnati/Dayton,City,Weekly,11/29/20 0:00,Organic,1.8518926,12466.96,391.77,1709.76,0,1375.18,0,0,0,8990.25
Cincinnati/Dayton,City,Weekly,12/6/20 0:00,Organic,1.824559339,14549.5,406.76,2007.08,0,2192.64,0,0,0,9943.02
Cincinnati/Dayton,City,Weekly,12/13/20 0:00,Organic,1.612707475,14322.36,370.36,2013.83,0,2465.7,0,0,0,9472.46
Cincinnati/Dayton,City,Weekly,12/20/20 0:00,Organic,1.62230091,13661.42,354.06,2135.05,0,2127.08,0,0,0,9045.22
Cincinnati/Dayton,City,Weekly,12/27/20 0:00,Organic,1.737243029,13035.26,288.84,1916.52,0,2145.54,0,0,0,8684.35
Cincinnati/Dayton,City,Weekly,1/4/21 0:00,Conventional,0.793308154,349949.49,54812.11,67640.42,4372.69,29919.11,24101.24,754.29,3676.12,193205.15
Cincinnati/Dayton,City,Weekly,1/4/21 0:00,Organic,1.437804687,14369.56,362.52,2388.78,0,2397.97,2130.22,267.75,0,9220.29
Cincinnati/Dayton,City,Weekly,1/10/21 0:00,Conventional,0.912506911,331280.49,59355.77,54227.92,3503.96,38841.32,32318.14,291.9,4253.65,175351.52
Cincinnati/Dayton,City,Weekly,1/10/21 0:00,Organic,1.573441561,13240.54,466.84,1843.79,0,3133.32,2766.4,366.92,0,7796.6
Cincinnati/Dayton,City,Weekly,1/17/21 0:00,Conventional,0.923954739,356654.31,52591.65,76819.19,3009.94,35060.39,27407.63,306.73,5624.99,189173.14
Cincinnati/Dayton,City,Weekly,1/17/21 0:00,Organic,1.619207663,16290.01,516.54,2348.24,0,2369.59,2177.86,191.72,0,11055.65
Cincinnati/Dayton,City,Weekly,1/24/21 0:00,Conventional,0.885082933,333641.48,46057.36,74877.09,1832.99,33149.39,26121.8,336.26,4960.63,177724.65
Cincinnati/Dayton,City,Weekly,1/24/21 0:00,Organic,1.608588229,15294.81,545.24,2289.58,0,2593.58,2438.21,155.36,0,9866.41
Cincinnati/Dayton,City,Weekly,1/31/21 0:00,Conventional,0.957940069,296945.53,58622.42,48428.29,942.95,34486.43,27472.7,343.35,4586.31,154465.43
Cincinnati/Dayton,City,Weekly,1/31/21 0:00,Organic,1.783293024,16632.25,492.84,2290.84,0,3159.32,2742.82,416.51,0,10689.26
Cincinnati/Dayton,City,Weekly,2/7/21 0:00,Conventional,0.818077466,359761.77,64268.23,75312.3,649.75,33958.44,26601.89,374.85,5266.11,185573.06
Cincinnati/Dayton,City,Weekly,2/7/21 0:00,Organic,1.553558637,17290.65,405.48,2524.15,0,3460.65,2991.23,469.42,0,10900.36
Cincinnati/Dayton,City,Weekly,2/14/21 0:00,Conventional,0.904334753,312136.69,59653.14,58839.74,426.03,36772.12,28014.12,421.71,6325.05,156445.66
Cincinnati/Dayton,City,Weekly,2/14/21 0:00,Organic,1.632632556,18538.91,516.89,2717.28,0,3126.94,2816.2,310.74,0,12177.8
Cincinnati/Dayton,City,Weekly,2/21/21 0:00,Conventional,0.92267223,296683.76,49249.08,58077.72,377.72,38578.69,31065.91,238.22,5444.05,150400.55
Cincinnati/Dayton,City,Weekly,2/21/21 0:00,Organic,1.569304735,15683.12,441.86,2103.05,0,3117.3,2641.31,475.99,0,10020.9
Cincinnati/Dayton,City,Weekly,2/28/21 0:00,Conventional,0.923141456,306330.25,54827.04,70927.4,499.77,34908.59,27931.89,320.51,4577.56,145167.45
Cincinnati/Dayton,City,Weekly,2/28/21 0:00,Organic,1.634829239,16799.45,377.84,2376.31,0,2840.87,2480.53,360.34,0,11204.42
Cincinnati/Dayton,City,Weekly,3/7/21 0:00,Conventional,0.951530495,328693.06,53776.48,62751.63,266.77,42860.37,35462.1,311.85,5722.39,169037.81
Cincinnati/Dayton,City,Weekly,3/7/21 0:00,Organic,1.585848566,16643.06,481.9,2321.97,0,3600.97,2916.69,684.28,0,10238.21
Cincinnati/Dayton,City,Weekly,3/14/21 0:00,Conventional,0.966311879,311730.74,50137.07,55677.06,209.72,38420.79,31107.79,322.48,5844.68,167286.1
Cincinnati/Dayton,City,Weekly,3/14/21 0:00,Organic,1.627360356,17235.3,453.37,2587.43,0,2815.77,2508.31,307.46,0,11378.73
Cincinnati/Dayton,City,Weekly,3/21/21 0:00,Conventional,1.029970936,305966.71,47494.11,62979.42,274.15,37072.6,29790.56,287.44,5600.99,158146.43
Cincinnati/Dayton,City,Weekly,3/21/21 0:00,Organic,1.628460316,15524.02,511.03,2318.96,0,2754.92,2437.65,317.27,0,9939.11
Cincinnati/Dayton,City,Weekly,3/28/21 0:00,Conventional,1.102119969,313021.91,46772.49,61216.46,258.5,39106.16,32175.11,260.53,5326.09,165668.3
Cincinnati/Dayton,City,Weekly,3/28/21 0:00,Organic,1.571338489,15191.08,488.9,2215.68,0,3647.25,2943.38,703.87,0,8839.25
Cincinnati/Dayton,City,Weekly,4/4/21 0:00,Conventional,1.246925546,284932.27,50449.05,47472.42,219.85,42246.73,34233.47,242.94,5952.57,144544.22
Cincinnati/Dayton,City,Weekly,4/4/21 0:00,Organic,2.021574065,17530.56,542.69,2277.1,0,3053.17,2739.75,313.42,0,11657.59
Cincinnati/Dayton,City,Weekly,4/11/21 0:00,Conventional,1.254683187,254419.69,49689.48,36667.89,201.22,44105.17,35657.36,212.63,5935.82,123755.92
Cincinnati/Dayton,City,Weekly,4/11/21 0:00,Organic,2.145984741,14753.54,564.61,1944.1,0,3431.12,2767.96,663.16,0,8813.71
Cincinnati/Dayton,City,Weekly,4/18/21 0:00,Conventional,1.231793013,294774.54,68285.51,39536.13,200,43909.02,35006.45,1297.67,5809.22,142843.88
Cincinnati/Dayton,City,Weekly,4/18/21 0:00,Organic,2.144516837,16472.53,711.99,2103.83,0,3667.14,3033.75,633.39,0,9989.57
Cincinnati/Dayton,City,Weekly,4/25/21 0:00,Conventional,1.219450015,291863.49,60943.43,36438.67,205.57,49914.21,41124.65,4155.9,2624.12,144361.61
Cincinnati/Dayton,City,Weekly,4/25/21 0:00,Organic,2.188436046,16673.7,602.83,2152.14,0,3446.67,2770.53,676.15,0,10472.06
Cincinnati/Dayton,City,Weekly,5/2/21 0:00,Conventional,1.04655171,343776.21,75945.82,41046.4,265.83,39524.53,32320.73,805.74,4536.85,186993.63
Cincinnati/Dayton,City,Weekly,5/2/21 0:00,Organic,1.866959341,17399.12,667.82,2517.42,0,2728.28,2325.89,402.39,0,11485.6
Cincinnati/Dayton,City,Weekly,5/9/21 0:00,Conventional,1.005143898,362939.2,95294.31,32225.25,137.06,41709.86,34698.66,244.26,5028.39,193572.73
Cincinnati/Dayton,City,Weekly,5/9/21 0:00,Organic,1.946252629,16496.46,630.4,2499.64,0,2901.27,2373.71,527.56,0,10465.14
Cincinnati/Dayton,City,Weekly,5/16/21 0:00,Conventional,0.992071658,332488.47,81229.99,32422.76,171.08,38481.62,32183,191.1,4410.55,180183.02
Cincinnati/Dayton,City,Weekly,5/16/21 0:00,Organic,1.829916795,15118.06,614.62,2075.77,0,2401.05,1955.95,445.1,0,10026.62
Cincinnati/Dayton,City,Weekly,6/13/21 0:00,Conventional,1.078703424,316409.76,49073.16,50864.7,219.37,44435.5,38288.06,233.36,4574.8,171817.03
Cincinnati/Dayton,City,Weekly,6/6/21 0:00,Conventional,1.171253328,285840.24,54502.93,39470.2,171.14,41547.15,34927.93,205.54,4781.36,150148.82
Cincinnati/Dayton,City,Weekly,5/30/21 0:00,Conventional,1.172082504,297058.86,55306.69,42985.91,232.4,42091.91,35238.53,160.65,5202.97,156441.95
Cincinnati/Dayton,City,Weekly,5/23/21 0:00,Conventional,1.023761485,315001.88,79515.7,30393.8,178.96,44751.92,38641.38,149.23,5068.7,160161.5
Cincinnati/Dayton,City,Weekly,6/13/21 0:00,Organic,1.833541291,15136.55,427.8,2118.57,0,2705.69,2303.97,392.27,9.45,9884.49
Cincinnati/Dayton,City,Weekly,6/6/21 0:00,Organic,2.192513198,12654.21,464.58,1786.14,0,2597.97,1922.86,662.52,12.6,7805.51
Cincinnati/Dayton,City,Weekly,5/30/21 0:00,Organic,2.235353267,14115.81,474.68,2134.53,0,2366.43,1883.08,483.36,0,9140.16
Cincinnati/Dayton,City,Weekly,5/23/21 0:00,Organic,1.788048662,17176.11,493.55,2360.28,0,3436.67,2460.24,976.43,0,10885.61
Cincinnati/Dayton,City,Weekly,7/11/21 0:00,Conventional,1.159672155,271411.71,50182.11,42742.24,196.63,49129.11,37927.03,103.16,4666.71,129161.63
Cincinnati/Dayton,City,Weekly,7/4/21 0:00,Conventional,1.207400374,291635.28,49923.3,47269.5,230.64,38015.28,31192.46,31.5,5084.45,156196.57
Cincinnati/Dayton,City,Weekly,6/27/21 0:00,Conventional,1.235588444,270949.67,50449.69,43911.42,274.12,35212.96,31292.69,59.85,2212.42,141101.47
Cincinnati/Dayton,City,Weekly,6/20/21 0:00,Conventional,1.118785646,315643.26,47516.33,60780.28,253.59,40705.88,36457.22,315.79,2825.03,166387.19
Cincinnati/Dayton,City,Weekly,7/11/21 0:00,Organic,2.242132692,10628.21,0,0,0,1812.64,1000.49,812.15,0,8815.57
Cincinnati/Dayton,City,Weekly,7/4/21 0:00,Organic,2.232032532,10341.47,0,0,0,1565.8,1159.15,406.65,0,8775.67
Cincinnati/Dayton,City,Weekly,6/27/21 0:00,Organic,2.205026793,10475.37,0,0,0,1770.24,1052.05,718.18,0,8705.13
Cincinnati/Dayton,City,Weekly,6/20/21 0:00,Organic,1.826298948,12035.24,0,0,0,2076.36,1693.98,382.38,0,9958.88
Cincinnati/Dayton,City,Weekly,8/8/21 0:00,Conventional,1.158228966,266326.06,52401.35,34785.48,208.42,47325.24,36387.46,9.45,4129.1,131605.57
Cincinnati/Dayton,City,Weekly,8/1/21 0:00,Conventional,1.160468413,261342.67,46714.46,35793.01,168.06,45686.75,36855.92,22.84,4743.81,132980.4
Cincinnati/Dayton,City,Weekly,7/25/21 0:00,Conventional,1.017246428,290403.2,42564.62,58412.07,222.12,38798.84,31846.42,148.05,3515.14,150405.55
Cincinnati/Dayton,City,Weekly,7/18/21 0:00,Conventional,1.008012945,325072.74,46025.37,65311.66,215.42,45293.69,32102.48,1348.99,3084.24,168226.6
Cincinnati/Dayton,City,Weekly,8/8/21 0:00,Organic,2.171713261,14841.07,395.45,2088.71,0,3275.08,2733.73,541.36,0,9081.84
Cincinnati/Dayton,City,Weekly,8/1/21 0:00,Organic,2.182370171,13333.62,505.64,1973.36,0,2731.88,1947.23,784.66,0,8122.73
Cincinnati/Dayton,City,Weekly,7/25/21 0:00,Organic,1.904373737,13813.4,299.37,1779.46,0,3019.2,2679.42,339.79,0,8715.37
Cincinnati/Dayton,City,Weekly,7/18/21 0:00,Organic,1.972662785,11774.31,454.24,2404.13,0,1532.43,1167.04,365.39,0,7383.51
Cincinnati/Dayton,City,Weekly,9/5/21 0:00,Conventional,1.07007238,305576.02,70038.4,36055,113.82,47563.97,35438.22,1223.91,1022.18,151804.84
Cincinnati/Dayton,City,Weekly,8/29/21 0:00,Conventional,1.199857562,260802.89,48557.67,45586.96,202.66,42473.28,36899.74,2844.06,1242.23,123982.31
Cincinnati/Dayton,City,Weekly,8/22/21 0:00,Conventional,1.036496182,294123.81,44621.66,58981.4,144.83,55862.73,40467.44,1418.68,3467.41,134513.19
Cincinnati/Dayton,City,Weekly,8/15/21 0:00,Conventional,1.025672949,322055.26,46941.61,63693.02,315.27,46470.36,31538.06,1492.71,2904.72,164635
Cincinnati/Dayton,City,Weekly,9/5/21 0:00,Organic,1.869911716,14697.99,451.94,1807.75,0,2366.93,733.17,1633.77,0,10071.37
Cincinnati/Dayton,City,Weekly,8/29/21 0:00,Organic,2.273368287,15461.53,503.2,2420.59,0,2860.29,780.18,2080.11,0,9677.46
Cincinnati/Dayton,City,Weekly,8/22/21 0:00,Organic,1.950861842,13534.24,659.63,3172.29,0,2648.54,926.52,1722.03,0,7053.79
Cincinnati/Dayton,City,Weekly,8/15/21 0:00,Organic,1.928971965,14355.94,367.07,2185.64,0,2061.68,1545.65,516.04,0,9741.55
Cincinnati/Dayton,City,Weekly,10/3/21 0:00,Conventional,1.071880832,294982.41,104389.89,30055.69,191.33,28021.57,24550.68,41.74,727.36,132323.92
Cincinnati/Dayton,City,Weekly,9/26/21 0:00,Conventional,1.128355791,272248.78,94698.42,22253.61,129.92,31952.45,29848.16,107.1,775.67,123214.37
Cincinnati/Dayton,City,Weekly,9/19/21 0:00,Conventional,1.096144628,291869.52,69594.9,35897.79,145.31,32389.72,29168.23,250.03,1541.72,153841.8
Cincinnati/Dayton,City,Weekly,9/12/21 0:00,Conventional,1.080045226,282383.63,64802.04,35692.3,275.87,42319.79,33683.48,2679.34,1053.52,139293.62
Cincinnati/Dayton,City,Weekly,10/3/21 0:00,Organic,2.101856854,10801.88,680.8,1937.49,0,1204.14,603.7,600.44,0,6979.45
Cincinnati/Dayton,City,Weekly,9/26/21 0:00,Organic,2.063857634,11321.41,431.29,1851.1,0,1828.16,1117.89,710.28,0,7210.85
Cincinnati/Dayton,City,Weekly,9/19/21 0:00,Organic,2.019232389,13483.36,406.11,1732.52,0,2756.9,1860.39,896.51,0,8587.82
Cincinnati/Dayton,City,Weekly,9/12/21 0:00,Organic,1.922622159,15905.24,499.57,2089.59,0,2217.64,752.38,1465.26,0,11098.43
Cincinnati/Dayton,City,Weekly,10/31/21 0:00,Conventional,1.088572021,271707.84,89643.81,18428.4,113.33,30423.8,28023.55,471.71,582.74,133098.5
Cincinnati/Dayton,City,Weekly,10/24/21 0:00,Conventional,1.105948843,273523.27,83847.54,22601.99,131.41,29127.65,26957.18,389.94,597.27,137814.68
Cincinnati/Dayton,City,Weekly,10/17/21 0:00,Conventional,1.080333538,283432.43,83837,21316.97,145.67,32731.39,28715.66,2173.11,640.7,145401.41
Cincinnati/Dayton,City,Weekly,10/10/21 0:00,Conventional,1.138270431,256019.14,76635.88,25582.59,145.76,34661.29,28082.96,3510.41,939.45,118993.62
Cincinnati/Dayton,City,Weekly,10/31/21 0:00,Organic,1.912244366,14077.98,592.6,1971.22,0,2515.54,2147.28,368.26,0,8998.62
Cincinnati/Dayton,City,Weekly,10/24/21 0:00,Organic,2.077475632,12314.16,510.79,1796.69,0,1991.7,1388.43,603.27,0,8014.98
Cincinnati/Dayton,City,Weekly,10/17/21 0:00,Organic,2.032660821,10899.18,485.74,1396.06,0,2013.34,927.02,1086.32,0,7004.03
Cincinnati/Dayton,City,Weekly,10/10/21 0:00,Organic,2.045763873,13671.85,538.3,1992.65,0,2414.86,815.55,1599.31,0,8726.05
Cincinnati/Dayton,City,Weekly,11/28/21 0:00,Conventional,1.164600683,207166.37,61519.81,14424.73,95.08,27139.52,24694.1,429.45,665.58,103987.23
Cincinnati/Dayton,City,Weekly,11/21/21 0:00,Conventional,1.078208363,252470.75,78137.29,15589.67,106.2,32273.91,29673.17,334.43,535.38,126363.68
Cincinnati/Dayton,City,Weekly,11/14/21 0:00,Conventional,1.036739838,284982.65,87681.77,18086.75,111.21,50655.05,47776.48,377.61,911.69,128447.89
Cincinnati/Dayton,City,Weekly,11/7/21 0:00,Conventional,1.046273219,274592.88,76951.41,21382.41,125.67,61281.58,58771.17,420.26,839.16,114851.81
Cincinnati/Dayton,City,Weekly,11/28/21 0:00,Organic,2.227368435,10673.37,437.69,1463.2,0,2215.9,1723.12,492.78,0,6556.58
Cincinnati/Dayton,City,Weekly,11/21/21 0:00,Organic,1.894564492,13270.42,537.77,1956.67,0,2600.27,1965.25,635.02,0,8175.72
Cincinnati/Dayton,City,Weekly,11/14/21 0:00,Organic,1.914798973,12867.02,549.34,2075.33,0,2480.34,2116.49,363.85,0,7762.01
Cincinnati/Dayton,City,Weekly,11/7/21 0:00,Organic,1.926929177,13949.07,557.4,1977.75,0,2207.33,1926.23,281.1,0,9206.6
Columbus,City,Weekly,1/7/19 0:00,Conventional,0.908720315,262923.63,69396.28,35524.87,2821.45,20281.64,0,0,0,134899.38
Columbus,City,Weekly,1/13/19 0:00,Conventional,0.906682414,282118.88,77294.95,23738.82,3046.89,23299.98,0,0,0,154738.25
Columbus,City,Weekly,1/20/19 0:00,Conventional,0.90919322,295036.12,71427.7,50991.1,3963.43,24718.48,0,0,0,143935.42
Columbus,City,Weekly,1/27/19 0:00,Conventional,1.0804815,179258.79,43857.58,20616.61,2536.44,21840.57,0,0,0,90407.6
